RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,202,8018,130403,WM College,Specialist Designated College,0,0,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,202,8045,130421,Capital City College Group,General Further Education College,0,0,3943,2837,127,1812,477,1322,13,898,784,322,72%,3%,46%,12%,34%,SP,23%,20%,8%,1789,1228,50,776,161,606,9,402,432,129,69%,3%,43%,9%,34%,1%,22%,24%,7%,2154,1609,77,1036,316,716,4,496,352,193,75%,4%,48%,15%,33%,SP,23%,16%,9%,2576,2121,64,1520,216,1300,4,537,329,126,82%,2%,59%,8%,50%,SP,21%,13%,5%,1211,963,26,692,SUPP,596,SUPP,245,199,49,80%,2%,57%,SUPP,49%,SUPP,20%,16%,4%,1365,1158,38,828,SUPP,704,SUPP,292,130,77,85%,3%,61%,SUPP,52%,SUPP,21%,10%,6%,584,335,39,89,78,9,2,207,172,77,57%,7%,15%,13%,2%,SP,35%,29%,13%,291,147,16,38,32,SUPP,SUPP,93,106,38,51%,5%,13%,11%,SUPP,SUPP,32%,36%,13%,293,188,23,51,46,SUPP,SUPP,114,66,39,64%,8%,17%,16%,SUPP,SUPP,39%,23%,13%,783,381,24,203,183,13,7,154,283,119,49%,3%,26%,23%,2%,1%,20%,36%,15%,287,118,8,46,SUPP,SUPP,SUPP,64,127,42,41%,3%,16%,SUPP,SUPP,SUPP,22%,44%,15%,496,263,16,157,SUPP,SUPP,SUPP,90,156,77,53%,3%,32%,SUPP,SUPP,SUPP,18%,31%,16%
LA,202,,,,,,,5129,3819,146,2586,527,2025,34,1087,917,393,75%,3%,50%,10%,40%,1%,21%,18%,8%,2280,1620,60,1095,170,910,15,465,500,155,71%,3%,48%,7%,40%,1%,21%,22%,7%,2850,2195,85,1490,360,1115,20,620,415,235,77%,3%,52%,13%,39%,1%,22%,15%,8%,3707,3081,79,2284,259,2001,24,718,442,184,83%,2%,62%,7%,54%,1%,19%,12%,5%,1670,1345,30,1010,100,900,10,305,255,70,81%,2%,60%,6%,54%,1%,18%,15%,4%,2035,1735,45,1275,160,1100,15,410,190,115,85%,2%,63%,8%,54%,1%,20%,9%,6%,617,347,41,95,83,10,2,211,185,85,56%,7%,15%,14%,2%,SP,34%,30%,14%,310,150,15,40,35,SUPP,SUPP,95,115,45,49%,5%,13%,11%,SUPP,SUPP,30%,38%,14%,305,195,25,55,50,SUPP,SUPP,115,70,40,64%,8%,18%,16%,SUPP,SUPP,38%,22%,14%,805,391,26,207,185,14,8,158,290,124,49%,3%,26%,23%,2%,1%,20%,36%,15%,295,125,10,45,35,SUPP,SUPP,65,130,45,42%,3%,16%,13%,SUPP,SUPP,22%,44%,15%,510,270,15,160,150,SUPP,SUPP,90,160,80,53%,3%,31%,29%,SUPP,SUPP,18%,31%,16%
1,203,4000,138449,Harris Academy Greenwich,AC,0,0,110,103,3,76,1,75,0,24,5,2,94%,3%,69%,1%,68%,0%,22%,5%,2%,41,36,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,88%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,69,67,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,97%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,109,102,3,76,1,75,0,23,5,2,94%,3%,70%,1%,69%,0%,21%,5%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4006,143927,Royal Greenwich Trust School,F,0,0,71,54,4,38,1,37,0,12,11,6,76%,6%,54%,1%,52%,0%,17%,15%,8%,28,22,SUPP,20,SUPP,SUPP,0,SUPP,4,2,79%,SUPP,71%,SUPP,SUPP,0%,SUPP,14%,7%,43,32,SUPP,18,SUPP,SUPP,0,SUPP,7,4,74%,SUPP,42%,SUPP,SUPP,0%,SUPP,16%,9%,60,54,4,38,1,37,0,12,5,1,90%,7%,63%,2%,62%,0%,20%,8%,2%,23,22,SUPP,20,SUPP,SUPP,0,SUPP,SUPP,SUPP,96%,SUPP,87%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,37,32,SUPP,18,SUPP,SUPP,0,SUPP,SUPP,SUPP,86%,SUPP,49%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,9,0,0,0,0,0,0,0,5,4,0%,0%,0%,0%,0%,0%,0%,56%,44%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4007,145315,Leigh Academy Halley,AC,0,0,72,49,1,35,4,31,0,13,14,9,68%,1%,49%,6%,43%,0%,18%,19%,13%,28,19,SUPP,15,SUPP,SUPP,0,SUPP,4,5,68%,SUPP,54%,SUPP,SUPP,0%,SUPP,14%,18%,44,30,SUPP,20,SUPP,SUPP,0,SUPP,10,4,68%,SUPP,45%,SUPP,SUPP,0%,SUPP,23%,9%,63,47,1,34,3,31,0,12,12,4,75%,2%,54%,5%,49%,0%,19%,19%,6%,23,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,9%,40,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,5%,9,2,0,1,1,0,0,1,2,5,22%,0%,11%,11%,0%,0%,11%,22%,56%,5,SUPP,0,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,4,SUPP,0,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,4009,147439,The John Roan School,AC,0,0,45,34,2,24,1,23,0,8,6,5,76%,4%,53%,2%,51%,0%,18%,13%,11%,9,7,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,78%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,36,27,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,75%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,42,33,1,24,1,23,0,8,6,3,79%,2%,57%,2%,55%,0%,19%,14%,7%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4077,100182,Eltham Hill School,CY,0,0,90,76,4,61,2,58,1,11,9,5,84%,4%,68%,2%,64%,1%,12%,10%,6%,23,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4%,SUPP,67,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,12%,SUPP,88,76,4,61,2,58,1,11,7,5,86%,5%,69%,2%,66%,1%,13%,8%,6%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4130,100183,Plumstead Manor School,CY,0,0,139,117,3,79,2,74,3,35,18,4,84%,2%,57%,1%,53%,2%,25%,13%,3%,37,30,SUPP,20,SUPP,18,SUPP,SUPP,SUPP,SUPP,81%,SUPP,54%,SUPP,49%,SUPP,SUPP,SUPP,SUPP,102,87,SUPP,59,SUPP,56,SUPP,SUPP,SUPP,SUPP,85%,SUPP,58%,SUPP,55%,SUPP,SUPP,SUPP,SUPP,130,110,3,78,2,73,3,29,17,3,85%,2%,60%,2%,56%,2%,22%,13%,2%,35,28,SUPP,SUPP,SUPP,SUPP,SUPP,8,SUPP,SUPP,80%,SUPP,SUPP,SUPP,SUPP,SUPP,23%,SUPP,SUPP,95,82,SUPP,SUPP,SUPP,SUPP,SUPP,21,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,SUPP,22%,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6,4,0,0,0,0,0,4,1,1,67%,0%,0%,0%,0%,0%,67%,17%,17%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4250,141163,Woolwich Polytechnic School,ACC,0,0,178,155,9,122,2,118,2,24,15,8,87%,5%,69%,1%,66%,1%,13%,8%,4%,63,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,13%,SUPP,115,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6%,SUPP,177,155,9,122,2,118,2,24,14,8,88%,5%,69%,1%,67%,1%,14%,8%,5%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4271,141309,Leigh Stationers' Academy,ACC,0,0,153,135,7,97,0,97,0,31,15,3,88%,5%,63%,0%,63%,0%,20%,10%,2%,24,22,0,19,0,19,0,3,SUPP,SUPP,92%,0%,79%,0%,79%,0%,13%,SUPP,SUPP,129,113,7,78,0,78,0,28,SUPP,SUPP,88%,5%,60%,0%,60%,0%,22%,SUPP,SUPP,148,132,7,97,0,97,0,28,14,2,89%,5%,66%,0%,66%,0%,19%,9%,1%,22,21,0,19,0,19,0,2,SUPP,SUPP,95%,0%,86%,0%,86%,0%,9%,SUPP,SUPP,126,111,7,78,0,78,0,26,SUPP,SUPP,88%,6%,62%,0%,62%,0%,21%,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
